feedback_id,session_id,user_id,timestamp,focus_score,fatigue_score,workload_score,confidence_score,tab_switch_count,prompt_response_delay_ms,visibility_state,label_source,prompt_trigger_type,feature_schema_version,idle_ratio,activity_density,error_rate,max_pause_ms,avg_mouse_variance,total_keystrokes
28,1,1,2026-05-12T03:54:18.066991+00:00,,,,,0,,visible,self-report,random,v1.0,0.21021990138719343,2.3136685752240704,0.05916777645498339,2562.7079983147255,126.42211613158882,20
29,1,1,2026-05-12T03:54:18.070785+00:00,,,,,0,,visible,self-report,random,v1.0,0.08942193108204916,6.825169637466471,0.015352007844045685,1051.9683857057928,12.062316915363,60
30,1,1,2026-05-12T03:54:18.074334+00:00,,,,,0,,visible,self-report,random,v1.0,0.5608489600341834,1.5409957103584513,0.2356302100720774,4272.701634965772,383.46780916446284,11
31,1,1,2026-05-12T03:54:18.076826+00:00,,,,,0,,visible,self-report,random,v1.0,0.30176094659727287,1.1273786997102793,0.14057699646957925,4625.9955734392415,174.20948917423593,17
32,1,1,2026-05-12T03:54:18.080337+00:00,,,,,0,,visible,self-report,random,v1.0,0.202049312392173,3.6578827657270505,0.025464867132972524,2085.1153699550123,114.07635508205081,42
33,1,1,2026-05-12T03:54:18.084258+00:00,,,,,0,,visible,self-report,random,v1.0,0.053271709081133815,6.852335580938277,0.0003903363595328835,894.2379669884117,11.602398129461244,74
34,1,1,2026-05-12T03:54:18.087808+00:00,,,,,0,,visible,self-report,random,v1.0,0.8551296368033043,1.4080263081930748,0.12407979128456473,8064.628733866967,243.09096931702527,12
35,1,1,2026-05-12T03:54:18.092815+00:00,,,,,0,,visible,self-report,random,v1.0,0.46044123801506576,3.073772023906206,0.12269652377058232,4421.264033594555,269.2640253161949,34
36,1,1,2026-05-12T03:54:18.096317+00:00,,,,,0,,visible,self-report,random,v1.0,0.30446477246630677,2.860326155987259,0.051945304423781605,1722.0271223383775,72.51919389673331,23
37,1,1,2026-05-12T03:54:18.100874+00:00,,,,,0,,visible,self-report,random,v1.0,0.19314010410089286,5.422137390771702,0.02131430301490735,201.94188210659792,16.430549301729066,34
38,1,1,2026-05-12T03:54:18.104396+00:00,,,,,0,,visible,self-report,random,v1.0,0.5238176898981896,0.9563677879243258,0.14683893833761458,9367.802585466801,409.729349494771,10
39,1,1,2026-05-12T03:54:18.107904+00:00,,,,,0,,visible,self-report,random,v1.0,0.5358803620681611,3.608981228106988,0.09929070639877101,2805.479210875474,186.76881530308077,15
40,1,1,2026-05-12T03:54:18.111934+00:00,,,,,0,,visible,self-report,random,v1.0,0.33903729782890374,2.7076550433890745,0.062468714064167596,1628.4582689070746,89.51291070580992,35
41,1,1,2026-05-12T03:54:18.115936+00:00,,,,,0,,visible,self-report,random,v1.0,0.07463540284384376,7.955793547216702,0.012796682369606644,798.8458007088535,11.236903387863531,75
42,1,1,2026-05-12T03:54:18.119523+00:00,,,,,0,,visible,self-report,random,v1.0,0.7432959910467086,1.9597797798767282,0.11506506558133998,3383.929408950696,389.15077997742696,20
43,1,1,2026-05-12T03:54:18.124094+00:00,,,,,0,,visible,self-report,random,v1.0,0.33456648019519314,2.6661275292061775,0.05058272846368973,3703.786320475973,109.19157375354092,39
44,1,1,2026-05-12T03:54:18.127606+00:00,,,,,0,,visible,self-report,random,v1.0,0.3025521391288362,2.3769374671501664,0.020933531358764607,1889.2334321301794,129.65162076964543,49
45,1,1,2026-05-12T03:54:18.131227+00:00,,,,,0,,visible,self-report,random,v1.0,0.0035809902184549937,7.4047266784654635,0.007668439347221107,522.4013579153066,44.63366362359094,51
46,1,1,2026-05-12T03:54:18.136404+00:00,,,,,0,,visible,self-report,random,v1.0,0.7831935493509198,0.5141793740848263,0.15496171759565114,5521.270533313569,301.2193117749334,14
47,1,1,2026-05-12T03:54:18.140309+00:00,,,,,0,,visible,self-report,random,v1.0,0.5304375339644011,4.84695107537766,0.07583519504916476,4166.44821597979,104.05370502397307,21
48,1,1,2026-05-12T03:54:18.143348+00:00,,,,,0,,visible,self-report,random,v1.0,0.3660583806594606,3.7998994488958022,0.0549003168911326,1211.6318138066863,73.69097393169069,23
49,1,1,2026-05-12T03:54:18.148407+00:00,,,,,0,,visible,self-report,random,v1.0,0.1682680155973168,5.205311797283121,0.028963512612452686,466.1547187850941,47.179024162197976,48
50,1,1,2026-05-12T03:54:18.152928+00:00,,,,,0,,visible,self-report,random,v1.0,0.8791026834322068,0.8044502151557851,0.13246011903131588,7390.021452480081,295.23261820706085,16
51,1,1,2026-05-12T03:54:18.155993+00:00,,,,,0,,visible,self-report,random,v1.0,0.5329857893745137,3.3335846344555278,0.058729470710326616,3682.469908559088,271.7080102729269,23
52,1,1,2026-05-12T03:54:18.159758+00:00,,,,,0,,visible,self-report,random,v1.0,0.36986918797768303,3.101772019495002,0.020230231914783844,1541.2116291901616,120.86868546190371,34
53,1,1,2026-05-12T03:54:18.163282+00:00,,,,,0,,visible,self-report,random,v1.0,0.08769327716407321,4.013092619781709,0.0052465413390524185,1051.3836270224233,23.14904826879093,56
54,1,1,2026-05-12T03:54:18.167288+00:00,,,,,0,,visible,self-report,random,v1.0,0.88690439674067,0.5133793884919564,0.18648016540883058,9222.891180993252,236.92596271192414,12
55,1,1,2026-05-12T03:54:18.169307+00:00,,,,,0,,visible,self-report,random,v1.0,0.5957559087507039,1.407708270837213,0.10599789259518458,3631.083700403218,201.21523859579924,39
56,1,1,2026-05-12T03:54:18.174202+00:00,,,,,0,,visible,self-report,random,v1.0,0.3410323118334043,2.694803472779797,0.05557051784299724,2346.9998265803756,91.20920265759935,25
57,1,1,2026-05-12T03:54:18.176715+00:00,,,,,0,,visible,self-report,random,v1.0,0.06237639066590042,4.437508792300395,0.02996013852610832,550.4135059619389,31.96895984799092,72
58,1,1,2026-05-12T03:54:18.181253+00:00,,,,,0,,visible,self-report,random,v1.0,0.5473384965761479,1.9171561125183842,0.1745387991439351,3126.8998538701326,477.86922145153284,20
59,1,1,2026-05-12T03:54:18.184681+00:00,,,,,0,,visible,self-report,random,v1.0,0.35174737759413255,4.05940809220884,0.12467535662446046,4243.559587358672,223.3806591174643,21
60,1,1,2026-05-12T03:54:18.188971+00:00,,,,,0,,visible,self-report,random,v1.0,0.2601103345712006,2.061767181413929,0.04956524626161832,1334.0306215822266,71.51543477954685,48
61,1,1,2026-05-12T03:54:18.193033+00:00,,,,,0,,visible,self-report,random,v1.0,0.15031693282920966,7.2421127735268005,0.025366643309246817,625.8918596439705,25.408081980263773,45
62,1,1,2026-05-12T03:54:18.196095+00:00,,,,,0,,visible,self-report,random,v1.0,0.7220065285723704,0.5958870842357382,0.1042363327457912,4301.981636179851,448.2024293366603,8
63,1,1,2026-05-12T03:54:18.201166+00:00,,,,,0,,visible,self-report,random,v1.0,0.5958044174000757,3.2691342011225064,0.11901555050556678,3522.2192512583965,191.93465942041902,36
64,1,1,2026-05-12T03:54:18.206543+00:00,,,,,0,,visible,self-report,random,v1.0,0.3669656418683653,2.5162512435439695,0.025080597643574988,1464.2311246192319,120.33563853937862,29
65,1,1,2026-05-12T03:54:18.211791+00:00,,,,,0,,visible,self-report,random,v1.0,0.0766761920341612,6.3302800927175955,0.01923369831304472,217.98416413371697,47.998073277531624,32
66,1,1,2026-05-12T03:54:18.216836+00:00,,,,,0,,visible,self-report,random,v1.0,0.660043978632868,0.6774339631342584,0.2831863863846615,6587.781755900356,302.3813967281002,7
67,1,1,2026-05-12T03:54:18.221570+00:00,,,,,0,,visible,self-report,random,v1.0,0.5137508666214735,1.1444144742038205,0.09612522453051586,3966.014556494702,161.6010011451316,33
68,1,1,2026-05-12T03:54:18.225108+00:00,,,,,0,,visible,self-report,random,v1.0,0.32882412108618975,2.5075361764888515,0.07721615360453048,1182.6809478907144,135.31014171482434,22
69,1,1,2026-05-12T03:54:18.229702+00:00,,,,,0,,visible,self-report,random,v1.0,0.16692698812973605,7.852411706064696,0.004676447984507415,283.26470954973,35.88193919272965,32
70,1,1,2026-05-12T03:54:18.233853+00:00,,,,,0,,visible,self-report,random,v1.0,0.8229009275754575,0.5618602906696043,0.20461989244317724,3299.1629177054556,277.4572049835652,18
71,1,1,2026-05-12T03:54:18.236970+00:00,,,,,0,,visible,self-report,random,v1.0,0.38798239462806955,2.7795196972947736,0.09248789709805375,3015.625326084836,122.57502213273324,18
72,1,1,2026-05-12T03:54:18.241482+00:00,,,,,0,,visible,self-report,random,v1.0,0.3862589067153849,3.1192217325382257,0.07461207873797834,1186.8251307470662,109.85350708945344,44
73,1,1,2026-05-12T03:54:18.244490+00:00,,,,,0,,visible,self-report,random,v1.0,0.12059626715226555,7.926760456292243,0.020570631068579787,1153.6227792916422,27.991349025119902,55
74,1,1,2026-05-12T03:54:18.248753+00:00,,,,,0,,visible,self-report,random,v1.0,0.7927845905529813,0.5375814075634002,0.21836135429271297,7545.351173928661,339.75181400149904,9
75,1,1,2026-05-12T03:54:18.253456+00:00,,,,,0,,visible,self-report,random,v1.0,0.3205300621778567,3.0697517207404994,0.14006249955168815,1938.871407740212,263.270087295078,31
76,1,1,2026-05-12T03:54:18.257481+00:00,,,,,0,,visible,self-report,random,v1.0,0.34702663376594733,2.4640771302543616,0.07784402930503934,2600.3933399694583,110.08404509206508,48
77,1,1,2026-05-12T03:54:18.260999+00:00,,,,,0,,visible,self-report,random,v1.0,0.07146024842179458,6.494766417872462,0.019497262448015164,872.3316441838778,29.778510913564247,57
78,1,1,2026-05-12T03:54:18.266002+00:00,,,,,0,,visible,self-report,random,v1.0,0.6562915171937761,1.0157909142788455,0.11973127731192384,8546.159671885258,260.9491758437101,6
79,1,1,2026-05-12T03:54:18.270165+00:00,,,,,0,,visible,self-report,random,v1.0,0.3569639624902345,4.088761839512365,0.12109430981266364,4597.891246484285,130.9703969520434,21
80,1,1,2026-05-12T03:54:18.274260+00:00,,,,,0,,visible,self-report,random,v1.0,0.28923158477233646,2.343160881231826,0.07658661995615582,1907.078901670915,137.9398495881665,40
81,1,1,2026-05-12T03:54:18.278309+00:00,,,,,0,,visible,self-report,random,v1.0,0.16668735943251312,5.256509682106641,0.016047667584798038,1430.5619996882926,47.01807750251864,32
82,1,1,2026-05-12T03:54:18.282965+00:00,,,,,0,,visible,self-report,random,v1.0,0.6458244032227198,0.776755184670224,0.15318623174124774,5055.473968025845,431.2261463378205,8
83,1,1,2026-05-12T03:54:18.285761+00:00,,,,,0,,visible,self-report,random,v1.0,0.37849683830185143,4.8936733053028805,0.11503536982191159,3830.054130342558,183.48593236788335,18
84,1,1,2026-05-12T03:54:18.289904+00:00,,,,,0,,visible,self-report,random,v1.0,0.2775424807710988,2.148977643524746,0.06335075353197768,1173.4348614303842,127.99288064673438,48
85,1,1,2026-05-12T03:54:18.293898+00:00,,,,,0,,visible,self-report,random,v1.0,0.13652000866087755,4.930166909009495,0.023811732712255396,789.2253326663476,10.839154237428383,38
86,1,1,2026-05-12T03:54:18.297423+00:00,,,,,0,,visible,self-report,random,v1.0,0.7780851794674138,0.9812573287777167,0.13282217093678536,6681.6746828839505,447.4265694176248,12
87,1,1,2026-05-12T03:54:18.302129+00:00,,,,,0,,visible,self-report,random,v1.0,0.5212486330468356,3.6334882909857655,0.07453666725824003,3865.3212729109277,234.50319195646202,19
88,1,1,2026-05-12T03:54:18.305642+00:00,,,,,0,,visible,self-report,random,v1.0,0.2660343553778871,2.6526901593515895,0.026178130819062374,2083.6989499735164,106.72009752266808,21
89,1,1,2026-05-12T03:54:18.310245+00:00,,,,,0,,visible,self-report,random,v1.0,0.06433429720367549,5.93333505395352,0.02227454553207451,907.8908966624615,25.667800050785125,71
90,1,1,2026-05-12T03:54:18.314287+00:00,,,,,0,,visible,self-report,random,v1.0,0.6069090040236079,1.6032282133875482,0.10891907655734652,8928.42250449946,426.1078033901616,14
91,1,1,2026-05-12T03:54:18.318373+00:00,,,,,0,,visible,self-report,random,v1.0,0.3882187273000396,3.4655028639185157,0.06512060653116834,4463.400143220634,285.6532721679002,18
92,1,1,2026-05-12T03:54:18.322024+00:00,,,,,0,,visible,self-report,random,v1.0,0.25127186897333265,2.5061915298806077,0.0497134464573548,1978.2554819340796,66.60569115825476,34
93,1,1,2026-05-12T03:54:18.326832+00:00,,,,,0,,visible,self-report,random,v1.0,0.1565841050620549,5.2636115341371,0.02664018539388323,1211.7158093118255,47.235422665550736,80
94,1,1,2026-05-12T03:54:18.330388+00:00,,,,,0,,visible,self-report,random,v1.0,0.8216678059540931,1.515707057836033,0.2908145731771309,7665.768497698475,230.620689502896,18
95,1,1,2026-05-12T03:54:18.335148+00:00,,,,,0,,visible,self-report,random,v1.0,0.3682900423951969,4.192495725391986,0.05013078897086727,4305.478720959283,196.00674973121548,16
96,1,1,2026-05-12T03:54:18.340241+00:00,,,,,0,,visible,self-report,random,v1.0,0.23332018215392458,2.9271880069164036,0.07478287572717257,2266.9511985017502,58.13824874779135,50
97,1,1,2026-05-12T03:54:18.344756+00:00,,,,,0,,visible,self-report,random,v1.0,0.19442456806815267,5.142965400344492,0.02240338541296115,449.2336157876117,14.2611076277414,50
98,1,1,2026-05-12T03:54:18.348837+00:00,,,,,0,,visible,self-report,random,v1.0,0.6621114504623747,1.1581181448754254,0.18463746721904029,8402.589651501621,250.13800780338656,10
99,1,1,2026-05-12T03:54:18.353416+00:00,,,,,0,,visible,self-report,random,v1.0,0.47182375606734683,4.546018658556836,0.13258264247847257,1915.1407567735635,283.5217185750235,39
100,1,1,2026-05-12T03:54:18.358064+00:00,,,,,0,,visible,self-report,random,v1.0,0.3817394967418527,3.3513799251782608,0.021167987502587554,2250.697461136489,57.27408112234211,47
101,1,1,2026-05-12T03:54:18.362013+00:00,,,,,0,,visible,self-report,random,v1.0,0.01256975498188444,7.1142941010936696,0.002392462642692661,1287.98512212343,15.956838009170987,80
102,1,1,2026-05-12T03:54:18.365528+00:00,,,,,0,,visible,self-report,random,v1.0,0.7937394309744967,1.8764996305622903,0.13565266000077192,9147.360796054365,202.95849024069997,6
103,1,1,2026-05-12T03:54:18.369810+00:00,,,,,0,,visible,self-report,random,v1.0,0.4404568628036439,4.364280133430745,0.10980610114561712,2412.1484035917642,277.1970096662269,19
104,1,1,2026-05-12T03:54:18.375434+00:00,,,,,0,,visible,self-report,random,v1.0,0.2199792117045015,2.21966161962417,0.041819684691005346,2188.1736567561184,118.39306016293865,35
105,1,1,2026-05-12T03:54:18.379469+00:00,,,,,0,,visible,self-report,random,v1.0,0.09818038561033614,5.823397883919401,0.005777458927405926,1263.2665159162714,10.360543265165795,78
106,1,1,2026-05-12T03:54:18.384044+00:00,,,,,0,,visible,self-report,random,v1.0,0.5096516277615832,0.6404417080075085,0.1321962845513749,3770.3633499922094,256.86269959166816,11
107,1,1,2026-05-12T03:54:18.388221+00:00,,,,,0,,visible,self-report,random,v1.0,0.5603713750694321,2.903523762636835,0.05682157584252543,2341.5110360916337,285.5560566379183,39
108,1,1,2026-05-12T03:54:18.392257+00:00,,,,,0,,visible,self-report,random,v1.0,0.34451846002404296,2.3982401019915875,0.039096565111350026,2602.461421837929,105.91661193948292,31
109,1,1,2026-05-12T03:54:18.396896+00:00,,,,,0,,visible,self-report,random,v1.0,0.08804856979319792,6.217173136589304,0.015478823418849397,935.5504004118884,46.817270986253064,48
110,1,1,2026-05-12T03:54:18.401096+00:00,,,,,0,,visible,self-report,random,v1.0,0.7820206290414612,1.200275236172849,0.1669732014844503,8542.36470080816,321.2051303306134,16
111,1,1,2026-05-12T03:54:18.405095+00:00,,,,,0,,visible,self-report,random,v1.0,0.47950807260568784,1.6528428284205625,0.11092650529206552,2341.8342170449073,257.2499679047387,29
112,1,1,2026-05-12T03:54:18.409105+00:00,,,,,0,,visible,self-report,random,v1.0,0.39841050852671334,2.8190458360305968,0.022524061063230114,1723.8277677474155,85.11013495304309,21
113,1,1,2026-05-12T03:54:18.412677+00:00,,,,,0,,visible,self-report,random,v1.0,0.05287289551724553,4.889111962405874,0.049689601975316064,509.203161475895,10.182210945198143,71
114,1,1,2026-05-12T03:54:18.416815+00:00,,,,,0,,visible,self-report,random,v1.0,0.8702604706586548,1.1536406742887884,0.20482235593048925,5585.098557309542,432.93216934799943,18
115,1,1,2026-05-12T03:54:18.420886+00:00,,,,,0,,visible,self-report,random,v1.0,0.3807551515086063,2.179195781579705,0.13748514235062886,4449.996015977322,194.08482860360516,19
116,1,1,2026-05-12T03:54:18.424432+00:00,,,,,0,,visible,self-report,random,v1.0,0.3720213072488999,3.958695668881136,0.06118720860457216,1040.6490342672034,116.52234195131021,35
117,1,1,2026-05-12T03:54:18.428535+00:00,,,,,0,,visible,self-report,random,v1.0,0.0209771617776511,5.66634816370075,0.043479856006406435,994.4927411416701,26.542423255240124,38
118,1,1,2026-05-12T03:54:18.433818+00:00,,,,,0,,visible,self-report,random,v1.0,0.5839466661303843,0.6538239117801979,0.19076221661483667,3926.2528057162954,226.34009557131435,15
119,1,1,2026-05-12T03:54:18.437134+00:00,,,,,0,,visible,self-report,random,v1.0,0.5608810844702665,3.5887114995084306,0.08060464404014858,3139.68224436468,228.0045761512168,36
120,1,1,2026-05-12T03:54:18.440719+00:00,,,,,0,,visible,self-report,random,v1.0,0.38501261757745825,3.0266552560067272,0.039572569916703076,2049.622452200851,96.40090177744267,38
121,1,1,2026-05-12T03:54:18.445288+00:00,,,,,0,,visible,self-report,random,v1.0,0.12634054019997876,4.3139354403207815,0.049597004916991275,1409.780455918624,48.04862043081898,41
122,1,1,2026-05-12T03:54:18.449491+00:00,,,,,0,,visible,self-report,random,v1.0,0.6241768310582204,0.9323829713811004,0.24853981133265152,7881.550719042737,368.1079654899452,17
123,1,1,2026-05-12T03:54:18.454054+00:00,,,,,0,,visible,self-report,random,v1.0,0.435361216734843,2.3101335256156683,0.10254734099237914,4235.395960167834,114.09117301766562,32
124,1,1,2026-05-12T03:54:18.457053+00:00,,,,,0,,visible,self-report,random,v1.0,0.26260480107173345,3.3313631323956208,0.03408793310615243,1263.6368638966667,87.9990012452615,29
125,1,1,2026-05-12T03:54:18.461996+00:00,,,,,0,,visible,self-report,random,v1.0,0.10167994034281883,4.213121005989162,0.03721499000657603,221.14682318344302,21.15205079498823,73
126,1,1,2026-05-12T03:54:18.465003+00:00,,,,,0,,visible,self-report,random,v1.0,0.654830170573764,1.6674967238640352,0.16754672329693296,8400.310454990326,383.7265711724899,9
127,1,1,2026-05-12T03:54:18.470920+00:00,,,,,0,,visible,self-report,random,v1.0,0.341532613547929,1.1730454223076325,0.09638549171985641,3153.9476519463738,177.96498303075097,34
128,1,1,2026-05-12T03:54:18.475152+00:00,,,,,0,,visible,self-report,random,v1.0,0.22462418285160546,2.03429817171227,0.0762847591241571,2442.3502853281457,60.323374110537955,50
129,1,1,2026-05-12T03:54:18.479461+00:00,,,,,0,,visible,self-report,random,v1.0,0.13018116472223093,7.2317604885894315,0.024073841694130363,414.30329637631155,15.995759731803684,51
130,1,1,2026-05-12T03:54:18.483687+00:00,,,,,0,,visible,self-report,random,v1.0,0.7714287162983204,0.7588254060036836,0.2998982246989611,8993.721843179894,201.04394634537084,5
131,1,1,2026-05-12T03:54:18.487406+00:00,,,,,0,,visible,self-report,random,v1.0,0.416630509448432,3.464959850409222,0.14896792722684152,1811.556901724438,288.6813009459908,30
132,1,1,2026-05-12T03:54:18.491445+00:00,,,,,0,,visible,self-report,random,v1.0,0.33978234523899975,2.0225241077449883,0.055411033848492636,1783.985742656619,121.75761873136399,35
133,1,1,2026-05-12T03:54:18.494601+00:00,,,,,0,,visible,self-report,random,v1.0,0.01687115318048862,6.5859845466764275,0.02375275682771737,1063.888732332371,43.33257019916819,76
134,1,1,2026-05-12T03:54:18.500420+00:00,,,,,0,,visible,self-report,random,v1.0,0.6642042760727377,1.8920420223417784,0.18787541972388622,6686.376617971198,448.6291964482606,6
135,1,1,2026-05-12T03:54:18.504574+00:00,,,,,0,,visible,self-report,random,v1.0,0.516100937558896,4.326542619989331,0.10545547587483425,1947.7310215527655,283.9627196387586,28
136,1,1,2026-05-12T03:54:18.507539+00:00,,,,,0,,visible,self-report,random,v1.0,0.3591938010686724,2.600966443219614,0.05756466217811261,1482.6342045295041,86.41740604210008,21
137,1,1,2026-05-12T03:54:18.512424+00:00,,,,,0,,visible,self-report,random,v1.0,0.06977347005333456,5.361682480532275,0.044879129522817834,567.5353623579228,47.45851512973878,79
138,1,1,2026-05-12T03:54:18.516959+00:00,,,,,0,,visible,self-report,random,v1.0,0.6047722452709586,0.6046404953393999,0.24558578554176877,8751.955988421527,224.35963753320166,15
139,1,1,2026-05-12T03:54:18.521801+00:00,,,,,0,,visible,self-report,random,v1.0,0.344180842236542,1.6456293427428315,0.11991580380866164,1769.7185537219634,213.0848743431307,22
140,1,1,2026-05-12T03:54:18.525831+00:00,,,,,0,,visible,self-report,random,v1.0,0.25651239300440504,3.3851841899738737,0.07111237805947662,1677.2742867482602,123.24717144243611,44
141,1,1,2026-05-12T03:54:18.530443+00:00,,,,,0,,visible,self-report,random,v1.0,0.04618069219009231,4.371590515397494,0.006832556841270626,439.13125959551553,33.641488894805875,39
142,1,1,2026-05-12T03:54:18.534425+00:00,,,,,0,,visible,self-report,random,v1.0,0.8056341157782787,0.9519554050483431,0.12673679832165202,3672.903016234689,475.9499358965175,12
143,1,1,2026-05-12T03:54:18.538471+00:00,,,,,0,,visible,self-report,random,v1.0,0.5057133882686562,1.8648109846753713,0.1077720354390301,2663.9672540545575,260.2324845300079,18
144,1,1,2026-05-12T03:54:18.542478+00:00,,,,,0,,visible,self-report,random,v1.0,0.3447137154343404,3.01845916276499,0.035479349556736255,2461.5593410436745,84.30197510893163,26
145,1,1,2026-05-12T03:54:18.546042+00:00,,,,,0,,visible,self-report,random,v1.0,0.030490425680113998,4.6849336159881165,0.04999175770754712,273.9627238402549,23.799645928405546,47
146,1,1,2026-05-12T03:54:18.551086+00:00,,,,,0,,visible,self-report,random,v1.0,0.861818937352886,1.6204798958384128,0.1567826221306907,5979.262879159471,272.52751267931166,20
147,1,1,2026-05-12T03:54:18.555086+00:00,,,,,0,,visible,self-report,random,v1.0,0.5599581440497701,3.732071166156797,0.1070596257039127,2536.647939026203,297.02387451229424,21
148,1,1,2026-05-12T03:54:18.560074+00:00,,,,,0,,visible,self-report,random,v1.0,0.36025192935704703,3.559097046003126,0.06259314805034265,1816.3519289614953,125.34008133494763,47
149,1,1,2026-05-12T03:54:18.563506+00:00,,,,,0,,visible,self-report,random,v1.0,0.14463386770304648,6.6965358063214095,0.047857708355504756,764.4697773254344,28.207100653188498,72
